MFA,AMF,EN,FR
Microsoft Authenticator,Microsoft Authenticator,EN,FR
MSP,fournisseur de services gérés,EN,FR
multifactor authentication,authentification multifacteur,EN,FR
multikey hashing,hachage multiclés,EN,FR
native application,application native,EN,FR
native client,client natif,EN,FR
Navigation Pane,Volet de navigation,EN,FR
nested group,groupe imbriqué,EN,FR
network,réseau,EN,FR
network address translation,traduction d'adresses de réseau,EN,FR
network administrator,administrateur de réseau,EN,FR
network intrusion detection system,système de détection d'intrusion sur réseau,EN,FR
network mapping,mappage réseau,EN,FR
network traffic,trafic de réseau,EN,FR
non-federated asset,actif autonome non fédéré,EN,FR
not supported,non pris en charge,EN,FR
null session,session nulle,EN,FR
observability,observabilité,EN,FR
offline access,accès hors connexion,EN,FR
one-time password,mot de passe à usage unique,EN,FR
one-time password authentication,authentification par mot de passe à usage unique,EN,FR
one-time password generator,générateur de mots de passe à usage unique,EN,FR
one-way encryption,chiffrement unidirectionnel,EN,FR
one-way hash,hachage à sens unique,EN,FR
one-way message,message unidirectionnel,EN,FR
online seminar,séminaire en ligne,EN,FR
Open Shortest Path First,protocole OSPF,EN,FR
open source,code source ouvert,EN,FR
open source code,code source ouvert,EN,FR
Open System Interconnection,modèle de référence OSI,EN,FR
operating system,système d'exploitation,EN,FR
operational readiness,disponibilité opérationnelle,EN,FR
OSI,modèle de référence OSI,EN,FR
OTP,mot de passe à usage unique,EN,FR
OTP authentication,authentification par mot de passe à usage unique,EN,FR
OTP generator,générateur de mots de passe à usage unique,EN,FR
package,paquet,EN,FR
PAM provider,fournisseur PAM,EN,FR
PAP,protocole PAP,EN,FR
passive threat,menace passive,EN,FR
passphrase,phrase secrète,EN,FR
password,mot de passe,EN,FR
password authentication protocol,protocole d'autentification par mot de passe,EN,FR
password cracking,perçage de mots de passe,EN,FR
password sniffing,reniflage de mots de passe,EN,FR
password spraying attack,attaque par pulvérisation de mot de passe,EN,FR
pattern code,schéma de déverrouillage,EN,FR
pattern lock,schéma de déverrouillage,EN,FR
penetration test,test d'intrusion,EN,FR
permissions,permissions,EN,FR
personal identification number,numéro d'identification personnel,EN,FR
pharming,dévoiement,EN,FR
phishing,hameçonnage,EN,FR
physical biometrics,biométrie physique,EN,FR
physiological biometrics,biométrie morphologique,EN,FR
PIN,NIP,EN,FR
ping of death attack,attaque de type « ping fatal »,EN,FR
plaintext,texte en clair,EN,FR
point-to-point protocol,protocole de point à point,EN,FR
point-to-point tunneling protocol,protocole tunnel point à point,EN,FR
polymorphic virus,virus polymorphe,EN,FR
popup,fenêtre contextuelle,EN,FR
port scanner,scanneur de ports,EN,FR
portscanning,scannage de ports,EN,FR
power management,gestion de l'alimentation,EN,FR
principle of Least Privilege,principe de moindre privilège,EN,FR
privacy,confidentialité,EN,FR
Privacy Shield,Bouclier de protection des données,EN,FR
private key,clé privée,EN,FR
privileged access management,gestion des accès privilégiés,EN,FR
profiler,profileur,EN,FR
protocol,protocole,EN,FR
protocol handler,gestionnaire de protocole,EN,FR
provisioning,provisionnement,EN,FR
proxy,proxy,EN,FR
proxy server,serveur mandataire,EN,FR
push notification,notification Push,EN,FR
ransomware,rançongiciel,EN,FR
RARP,protocole RARP,EN,FR
RBAC,contrôle d'accès basé sur les rôles,EN,FR
RDM,RDM,EN,FR
RDP protocol,protocole RDP,EN,FR
read permission,autorisation de lecture,EN,FR
read-only,lecture seule,EN,FR
refresh,actualiser,EN,FR
registration name,nom d'enregistrement,EN,FR
registry,registre,EN,FR
registry item,élément de registre,EN,FR
release notes,notes de publication,EN,FR
remote connection,connexion à distance,EN,FR
Remote Desktop Manager,Remote Desktop Manager,EN,FR
Remote Desktop Manager Agent,Remote Desktop Manager Agent,EN,FR
Remote Desktop Manager Jump,Remote Desktop Manager Jump,EN,FR
Remote Desktop protocol,protocole de Bureau à distance,EN,FR
Remote Desktop Services,services Bureau à distance,EN,FR
remote host,hôte distant,EN,FR
repository,dépôt,EN,FR
request for proposal,demande de propositions,EN,FR
residual data,données résiduelles,EN,FR
resource exhaustion attack,attaque par épuisement des ressources,EN,FR
Reverse Address Resolution Protocol,protocole de résolution inverse d'adresse,EN,FR
reverse engineering,rétro-ingénierie,EN,FR
RFP,DP,EN,FR
rights,droits,EN,FR
roadmap,feuille de route,EN,FR
ROI,rendement,EN,FR
role-based access control,contrôle d'accès basé sur les rôles,EN,FR
root,racine,EN,FR
root CA,AC racine,EN,FR
root certificate authority,autorité de certification racine,EN,FR
root certification authority,autorité de certification racine,EN,FR
root kit,programme malveillans furtif,EN,FR
rootkit,programme malveillans furtif,EN,FR
runbook,dossier d'exploitation,EN,FR
S/MIME extension,extension S/MIME,EN,FR
SAAS,SAAS,EN,FR
sales department,département des ventes,EN,FR
SBOM,SBOM,EN,FR
search field,champ de recherche,EN,FR
secure by design,sécurisé dès la conception,EN,FR
secure electronic transaction,transaction électronique sécurisée,EN,FR
Secure Electronic Transaction Protocol,protocole SET,EN,FR
Secure Multipurpose Internet Mail Extension,extension S/MIME,EN,FR
Secure Shell protocol,protocole SSH,EN,FR
Secure Socket Layer,protocole SSL,EN,FR
secure transaction,transaction sécurisée,EN,FR
security by design,sécurisation dès la conception,EN,FR
security identifier,identificateur de sécurité,EN,FR
security posture,posture de sécurité,EN,FR
segmented network,réseau segmenté,EN,FR
Segregation of Duties,séparation des tâches,EN,FR
self-hosted,auto-hébergé,EN,FR
sensitive information,information sensible,EN,FR
server role,rôle de serveur,EN,FR
server-side session,session côté serveur,EN,FR
service host,hôte de service,EN,FR
Service Level Agreement,contrat de niveau de service,EN,FR
session recording,enregistrement de la session,EN,FR
SET protocol,protocole SET,EN,FR
SID,SID,EN,FR
SIEM,SIEM,EN,FR
single sign-on,authentification unique,EN,FR
SLA,contrat de niveau de service,EN,FR
smart copy-paste,copier-coller intelligent,EN,FR
SMS,texto,EN,FR
SMS messages,messages texte,EN,FR
social engineering,piratage psychologique,EN,FR
software as a service,logiciel-service,EN,FR
software bomb,bombe programmée,EN,FR
Software Build of Material,nomenclature logicielle,EN,FR
software security,sécurité logicielle,EN,FR
software vulnerability,vulnérabilité logicielle,EN,FR
source rooting,routage à la source,EN,FR
spear phishing,hameçonnage ciblé,EN,FR
spearphisher,harponneur,EN,FR
spyware,espiogiciel,EN,FR
SQL injection attack,attaque par injection SQL,EN,FR
SSL protocol,protocole SSL,EN,FR
static routing algorithm,algorithme de routage statique,EN,FR
strong authentication,authentification forte,EN,FR
Structured Query Language,langage SQL,EN,FR
sub entry,sous entrée,EN,FR
subscription,abonnement,EN,FR
supply chain,chaîne d'approvisionnement,EN,FR
symmetric cryptographic technique,technique cryptographique symétrique,EN,FR
sysadmin,administrateur système,EN,FR
system administrator,administrateur système,EN,FR
system tray,barre d'état système,EN,FR
tag,étiquette,EN,FR
TCP,protocole TCP,EN,FR
technical support,soutien technique,EN,FR
telemedicine,télémédecine,EN,FR
TELNET protocol,protocole TELNET,EN,FR
template,modèle,EN,FR
temporary access,accès temporaire,EN,FR
temporary access request,demande d'accès temporaire,EN,FR
Tenant ID,ID de locataire,EN,FR
threat event,incident,EN,FR
thumbnail,miniature,EN,FR
ticket,billet,EN,FR
ticketing system,système de billetterie,EN,FR
time bomb,bombe à retardement,EN,FR
time-based access,accès à durée limitée,EN,FR
to pin,épingler,EN,FR
topic,rubrique,EN,FR
Transmission Control Protocol,protocole de contrôle de transmission,EN,FR
tree view,arborescence,EN,FR
Trivial File Transfer Protocol,protocole TFTP,EN,FR
trojan,cheval de Troie,EN,FR
troubleshooting,résolution de problèmes,EN,FR
tunneling,tunnelisation,EN,FR
two-factor authentication,authentification à deux facteurs,EN,FR
typing macro,macro de frappe,EN,FR
UAC,UAC,EN,FR
UDP,protocole UDP,EN,FR
unattended mode,mode sans assistance,EN,FR
unencrypted,non chiffré,EN,FR
universal unique identifier,identificateur unique universel,EN,FR
unlock pattern,schéma de déverrouillage,EN,FR
unrelated network traffic,trafic de réseau non lié,EN,FR
URI,URI,EN,FR
use case,cas d'utilisation,EN,FR
user account control,contrôle de compte d’utilisateur,EN,FR
User Datagram Protocol,protocole de datagramme utilisateur,EN,FR
user experience,l’expérience utilisateur,EN,FR
User Vault,Coffre de l'utilisateur,EN,FR
UX,expérience utilisateur,EN,FR
vault,coffre,EN,FR
virtual machine,machine virtuelle,EN,FR
virtual private network,réseau privé virtuel,EN,FR
virtual router,routeur virtuel,EN,FR
Virtual Router Redundancy Protocol,protocole VRRP,EN,FR
virtualization,virtualisation,EN,FR
voice recognition,reconnaissance vocale,EN,FR
VRRP protocol,protocole VRRP,EN,FR
vulnerability assessment,estimation de la vulnérabilité,EN,FR
vulnerability evaluation,évaluation de la vulnérabilité,EN,FR
watering hole attack,attaque par embuscade,EN,FR
web,Web,EN,FR
Web application proxy,mandataire d'application Web,EN,FR
web browser extension,extension de navigateur Web,EN,FR
web extension,extension Web,EN,FR
web filter,mécanisme de filtrage du Web,EN,FR
web of trust,toile de confiance,EN,FR
web plugin,extension de navigateur Web,EN,FR
web seminar,séminaire Web,EN,FR
webinar,webinaire,EN,FR
website,site Web,EN,FR
white hat hacker,chapeau blanc,EN,FR
WOT,toile de confiance,EN,FR
write permission,autorisation d'accès en écriture,EN,FR
zero trust,à confiance zéro,EN,FR
zero-day attack,attaque du jour zéro,EN,FR
zero-knowledge encryption,chiffrement à connaissance nulle,EN,FR
zombie computer,ordinateur zombie,EN,FR
